phylum,class,order,family,genus,stage,age,extinction,temp,change_prev,trend.st1,trend.st2,trend.st3,trend.st4,trend.st5,trend.st6,trend.st7,trend.st8,trend.st9,trend.st10,trend_genus,trend_family,trend_order
Chordata,Aves,Alexornithiformes,Alexornithidae,Abavornis,81,69.05,1,22.158076148,-0.12803490363636336,-1.661093434326752,-1.2429524569143262,-0.9564761530740497,-0.5357499406255279,-0.09391954841955397,0.24822389105099815,0.27225610739622486,0.28910855120638923,0.27808438162923643,0.22646016324629203,-0.5357499406255279,-0.09391954841955397,-0.09391954841955397
Chordata,Aves,Alexornithiformes,Alexornithidae,Abavornis,80,77.85,0,23.2847833,-1.6610934343267594,0.002748640722578075,-0.20969601248837674,0.07659994428602537,0.3122840266860469,0.5168408782122417,0.44861796424687844,0.42944574803541025,0.39197805470138825,0.3145903566692203,0.26648258919432954,0.07659994428602537,0.3122840266860469,0.3122840266860469
Chordata,Aves,Alexornithiformes,Alexornithidae,Abavornis,79,84.95,0,35.07854668372,0.0027486407225813343,-0.3716680796192142,0.15816628327437116,0.3944344491345472,0.587095457686506,0.48550418481069757,0.4565365418271044,0.40987104799529833,0.31976331229941873,0.26471939565212976,0.22340639541700721,0.15816628327437116,0.3944344491345472,0.3944344491345472
Chordata,Aves,Alexornithiformes,Alexornithidae,Abavornis,78,88.05,0,35.07002589748,-0.3716680796192109,0.4942687518272852,0.5362199997291041,0.6841776907637834,0.5287823401474817,0.4858680116091552,0.42592857885256824,0.3170980810352787,0.2528006535384694,0.20627425691286133,0.18539509752551414,0.4942687518272852,0.5362199997291041,0.5362199997291041
Chordata,Aves,Alexornithiformes,Alexornithidae,Abavornis,77,91.85,0,36.482364600033,0.4942687518272908,0.5556844193462827,0.7378226253690037,0.5159410206428146,0.46430550452866814,0.3920269150341085,0.25964193909972993,0.1891449154283841,0.14252507641499412,0.12746433264357496,0.1221830319596579,NA,0.5556844193462827,0.5556844193462827
Chordata,Aves,Alexornithiformes,Alexornithidae,Abavornis,76,97.2,0,33.838026777757,0.5556844193462838,0.8685566907510204,0.4397409386955418,0.3811226247150754,0.2909181851724323,0.117203824162576,0.05074390186115625,0.018249046920913715,0.024347690733055233,0.035826877067627265,0.06085621027051927,NA,NA,NA
Chordata,Reptilia,Sauropterygia,Cryptoclididae,Abyssosaurus,73,127.2,1,20.2811080625,0.49753485134683806,-0.20096804558846132,-0.5884608161379106,-0.3545968519522275,-0.2297364172218167,-0.1087359581337549,-0.038234723589251424,0.031331008130595396,0.041722361934109005,0.03418482929978365,-0.008024165409718927,-0.20096804558846132,-0.008024165409718927,-0.03388048542862601
Chordata,Reptilia,Sauropterygia,Cryptoclididae,Abyssosaurus,72,131.15,0,18.31584539968,-0.20096804558846287,-0.9051486448561976,-0.3298917091323441,-0.163221634380302,-0.02430235880101038,0.044434048435849444,0.11788700452137718,0.11858508768541301,0.09878166159006263,0.03399549777024348,0.026448372210420956,NA,0.03399549777024348,-0.02418555391024717
Chordata,Reptilia,Sauropterygia,Cryptoclididae,Abyssosaurus,71,136.35,0,19.36087923674,-0.9051486448561967,0.2329275143284529,0.13406059278048918,0.20007209186851932,0.22164969648860133,0.28370599176868316,0.25709049693576047,0.20856257881252616,0.09804169653323444,0.07076396768021372,0.042769974214696846,NA,0.09804169653323444,-0.015391073918655027
Chordata,Reptilia,Eosuchia,Stagonolepididae,Acaenasuchus,58,204.9,1,23.3933988941,-0.12192164751460707,-0.07445674586526337,-0.20649046965708368,-0.24500007167419935,-0.10661829165468513,-0.0743785751315857,-0.07942063181717562,-0.06457487845584008,-0.012223415024214366,-0.003532380002007976,-0.004801341426963586,NA,-0.07445674586526337,-0.012223415024214366
Chordata,Reptilia,Eosuchia,Stagonolepididae,Acaenasuchus,57,218.25,0,25.02105288842,-0.07445674586526273,-0.5442530993571418,-0.44458609728368853,-0.02396397615964646,0.02050153307311546,-0.008480172638770458,0.003954665892709205,0.07973472737503091,0.06992019482911391,0.051312106494784106,0.031242617132879194,NA,NA,0.07973472737503091
Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Acamptonectes,73,127.2,1,20.2811080625,0.49753485134683806,-0.20096804558846132,-0.5884608161379106,-0.3545968519522275,-0.2297364172218167,-0.1087359581337549,-0.038234723589251424,0.031331008130595396,0.041722361934109005,0.03418482929978365,-0.008024165409718927,-0.20096804558846132,-0.010950357347416704,-0.07038993153527943
Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Acamptonectes,72,131.15,0,18.31584539968,-0.20096804558846287,-0.9051486448561976,-0.3298917091323441,-0.163221634380302,-0.02430235880101038,0.044434048435849444,0.11788700452137718,0.11858508768541301,0.09878166159006263,0.03399549777024348,0.026448372210420956,NA,0.00844123056500567,-0.068784313646148
Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Acamptonectes,71,136.35,0,19.36087923674,-0.9051486448561967,0.2329275143284529,0.13406059278048918,0.20007209186851932,0.22164969648860133,0.28370599176868316,0.25709049693576047,0.20856257881252616,0.09804169653323444,0.07076396768021372,0.042769974214696846,NA,0.0299100578374917,-0.06838815543431473
Chordata,Reptilia,Eosuchia,Dyrosauridae,Acherontisuchus,84,51.9,1,31.1577867926848,1.0527383247369293,0.5183672916749996,0.16658012401209546,1.1111368399324824e-4,-0.3914968891085761,-0.45786283064224936,-0.4801597372439352,-0.4213106116820398,-0.2750657770344826,-0.060140639470462,0.01758921713698888,0.5183672916749996,0.07307556807159545,9.475030616919881e-4
Chordata,Reptilia,Eosuchia,Dyrosauridae,Acherontisuchus,83,58.8,0,23.893892352,0.5183672916750027,-0.16305147702381068,-0.1397676934331028,-0.5914923878783187,-0.624955715462816,-0.617988253513728,-0.5117126284523317,-0.3012533309885136,-0.032948339746887066,0.0506742543897661,0.09916940349305205,NA,0.09849359772140939,0.0016877027544212409
Chordata,Reptilia,Eosuchia,Dyrosauridae,Acherontisuchus,82,63.8,0,21.302055893625,-0.1630514770238094,-0.1280349036363639,-0.7857043673618458,-0.7770239208907082,-0.7292490052511083,-0.5496865596301251,-0.25415791121675996,0.06325963596470417,0.13453058266904835,0.1742368540587427,0.1824302483072125,NA,0.15147215692925434,0.005003913720567522
Chordata,Saurischia,Avetheropoda,Dromaeosauridae,Achillobator,79,84.95,1,35.07854668372,0.0027486407225813343,-0.3716680796192142,0.15816628327437116,0.3944344491345472,0.587095457686506,0.48550418481069757,0.4565365418271044,0.40987104799529833,0.31976331229941873,0.26471939565212976,0.22340639541700721,0.15816628327437116,0.22340639541700721,0.19331771801020559
Chordata,Saurischia,Avetheropoda,Dromaeosauridae,Achillobator,78,88.05,0,35.07002589748,-0.3716680796192109,0.4942687518272852,0.5362199997291041,0.6841776907637834,0.5287823401474817,0.4858680116091552,0.42592857885256824,0.3170980810352787,0.2528006535384694,0.20627425691286133,0.18539509752551414,0.4942687518272852,0.20627425691286133,0.17778190181663953
Chordata,Saurischia,Avetheropoda,Dromaeosauridae,Achillobator,77,91.85,0,36.482364600033,0.4942687518272908,0.5556844193462827,0.7378226253690037,0.5159410206428146,0.46430550452866814,0.3920269150341085,0.25964193909972993,0.1891449154283841,0.14252507641499412,0.12746433264357496,0.1221830319596579,NA,0.14252507641499412,0.1324344039710055
Chordata,Saurischia,Avetheropoda,Dromaeosauridae,Achillobator,76,97.2,0,33.838026777757,0.5556844193462838,0.8685566907510204,0.4397409386955418,0.3811226247150754,0.2909181851724323,0.117203824162576,0.05074390186115625,0.018249046920913715,0.024347690733055233,0.035826877067627265,0.06085621027051927,NA,0.018249046920913715,0.06085621027051927
Chordata,Reptilia,Testudines,Bothremydidae,Acleistochelys,84,51.9,1,31.1577867926848,1.0527383247369293,0.5183672916749996,0.16658012401209546,1.1111368399324824e-4,-0.3914968891085761,-0.45786283064224936,-0.4801597372439352,-0.4213106116820398,-0.2750657770344826,-0.060140639470462,0.01758921713698888,0.5183672916749996,0.01758921713698888,0.07183903530871551
Chordata,Reptilia,Testudines,Bothremydidae,Acleistochelys,83,58.8,0,23.893892352,0.5183672916750027,-0.16305147702381068,-0.1397676934331028,-0.5914923878783187,-0.624955715462816,-0.617988253513728,-0.5117126284523317,-0.3012533309885136,-0.032948339746887066,0.0506742543897661,0.09916940349305205,NA,0.0506742543897661,0.08339819084687145
Chordata,Reptilia,Testudines,Bothremydidae,Acleistochelys,82,63.8,0,21.302055893625,-0.1630514770238094,-0.1280349036363639,-0.7857043673618458,-0.7770239208907082,-0.7292490052511083,-0.5496865596301251,-0.25415791121675996,0.06325963596470417,0.13453058266904835,0.1742368540587427,0.1824302483072125,NA,0.13453058266904835,0.1053553284310101
Chordata,Saurischia,Avetheropoda,Carcharodontosauridae,Acrocanthosaurus,75,106.75,1,28.531240573,0.8685566907510194,-0.2914252379512204,-0.0737179206626506,-0.06150032115050235,-0.23848877684663422,-0.2164410392451302,-0.17944228273025853,-0.11626338900019412,-0.06951260163482255,-0.01914339658528527,-0.007026114690745371,NA,-0.17944228273025853,-0.01914339658528527
Chordata,Saurischia,Avetheropoda,Carcharodontosauridae,Acrocanthosaurus,74,119,0,17.8914211113,-0.29142523795121855,0.49753485134683045,0.0850607788638555,-0.3169512255586985,-0.24610596777909832,-0.1829052035264241,-0.0979890593736535,-0.04247683943135697,0.01587465145490198,0.026228380667904422,0.021437364391182545,NA,-0.1829052035264241,0.01587465145490198
